Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH,DELAYED_REASON,FAULT_NATURE,
,,11KV,,,,,,1) HEAVY TRAFFIC ON LOKHANDWALA LINK ROAD AND S.V. ROAD DUE TO METRO CONSTRUCTION WORK . ANDHERI REC-STN SUBSTATION 100% SUPPLY RESTORED ON LT BACKFEEDING AT 20:05 HRS.,,
,,11KV,,,,,,,,
,,11KV,,FIDAI CINEMA,4566,BANDRA (W) RAILWAY QUARTERS,18925,1)WELLINGTON CATHOLIC GYMKHANA S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
,,11KV,,,,,,OPERATION CARRIED ON FOOT AT KHAR PUMPING S/S AS VEHICLE ACCESS PROBLEM AT KHAR PUMPING S/S..,,
,,11KV,,,,,,,,
,,11KV,,,,,,1) ACCESS PROBLEM AT MAKHIJA CHEMBER S/S DUE TO PRIVATE PARTY LOCK. 2) CELLPHONE NETWORK CONNECTIVITY PROBLEM..,,
,,11KV,,,,,,1) FPI MALFUNCTION AT JAWARABAD S/S SW.NO.30194 (GLOWN). 2) FPI MALFUNCTION AT ST ANDREWS ROAD S/S SW.NO.32429 (GLOWN). 3) FPI MALFUNCTION AT JAWARABAD S/S SW.NO.34696 (NOT GLOWN). 4)JAWARABAD S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. ISOLATOR SWITCH FAULTY.,,
,,11KV,,,,,,,,
,,11KV,,,,,,1) DMS OFFLINE AT HILL ROAD NO.3 S/S. 2) DMS OFFLINE AT MADHUBAN NO. 2 S/S. 3) DMS OFFLINE AT NOVA ROSE S/S. 4) ACCESS PROBLEM AT BEAU PRIDE S/S RAW MATERIAL KEPT IN FRONT OF S/S DOOR.. 5) HEAVY TRAFFIC AT HILL RD.,,
240+300SQ.MM,XLPE+PILC,11KV,HTCF SECTION,WATERFIELD ROAD NO.2,19410,CHINCHPOKALI ROAD,13534,,,
,,,,,,,,LILAVATI S/S WENT OFFLINE.,WENT OFFLINE,
,,11KV,,RAM NGR NO.3,18344,DWARKESH PARK,17877,1) FPI MALFUNCTION AT RAM NAGAR S/S SW.NO.10445 (GLOWN). 2) FPI MALFUNCTION AT RAM NAGAR S/S SW.NO.10447 (NOT GLOWN). 3)FAILED TO CLOSE PARWANA APARTMENT S/S SW.NO.36746 FAILED TO OPERATE FROM SCADA. 4)FAILED TO OPEN ZAVERI BAUG S/S DMS SW.NO.12543 FAILED TO OPERATE FROM SCADA. 5)FAILED TO CLOSE KASTUR PARK NO 1 S/S SW.NO.35950 FAILED TO OPERATE FROM SCADA. 6) HEAVY RAIN AT SHIMPOLI AREA. 7) HEAVY TRAFFIC NEAR KORA KENDRA SIGNAL. 11 KV SECTION BETWEEN RAM NGR NO.3 S/S SWITCH 18344 TO DWARKESH PARK S/S SWITCH 17877 VIA RAM NGR SWITCH 10447 KEPT DEAD. DMS USED FOR ISOLATION & RESTORATION..,,
,,11KV,,,,,,1) DMS OFFLINE AT DEVIPADA SRA S/S. 2) DMS OFFLINE AT TCS NO 1 S/S. 3) DMS OFFLINE AT KULUP WADI S/S. 4) ACCESS PROBLEM AT SADGURU NAGAR NO 2 S/S STEEL RODS IN FRONT OF S/S GATE DUE TO NEARBY CONSTRUCTION WORK.,,
,,11KV,,,,,,,,
,,11KV,,RLC,13391,CHUNABHATTI 2,851,1)FAILED TO OPEN CHUNABHATTI SOUTH S/S DMS SW.NO.07450 FAILED TO OPERATE FROM SCADA. 2) FPI MALFUNCTION AT CHUNABHATTI 2 S/S SW.NO.00849 (GLOWN). 3) ACCESS PROBLEM AT RLC S/S SWITCHGEAR HANDLE WAS TIGHTLY LOCKED WITH NUT BOLT.,,
,,11KV,,VATSALATAI NAIK NGR 2,15705,VATSALATAI NAIK NGR 1,15738,1)VATSALATAI NAIK NGR 1 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) FEEDER TRIPPING AT TAGORE NGR. REC-STN SW.NO.26418. SWITCHGEAR BUSHING(INSULATORS) CARBONISED.,,
,,11KV,,HDIL GALAXY,38333,QURESHI NGR,19052,1) FPI MALFUNCTION AT GIRNAR S/S SW.NO.37709 (NOT GLOWN). 2) FPI MALFUNCTION AT GIRNAR S/S SW.NO.37707 (NOT GLOWN). 3)NEHARU NGR OMKAR S/S (DMS) WENT OFFLINE AFTER TRIPPING. 4). GUJRAT CLAY S/S SW. NO. 16953 WENT IN DISTURB POSITION AFTER GIVING OPEN COMMAND NOT CLEARING WHETHER SWITCH GOT OPENED OR NOT. TRIPPED DUE TO FIRE IN X MER TO LTP CABLE AT QURESHI NGR S/S. DT SWITCH NOT TRIPPED WHICH PULLED THE FEEDER..,,
,,11KV,,,,,,1) FPI MALFUNCTION AT SAI DARSHAN S/S SW.NO.12674 (NOT GLOWN). 2) DMS OFFLINE AT SAIDEEP S/S. 3)FAILED TO OPEN SAI DARSHAN S/S SW.NO.12672 FAILED TO OPERATE FROM SCADA.,,
,,11KV,,,,,,,,
,,11KV,,DINDOSHI OFFICE,19978,VIBGYOR HIGH,35135,SIMULTANEOUS TRIPPING OF DINDOSHI R/S 20 MVA 3 TRANSFORMER BREAKER..,,
,,11KV,,,,,,1) DMS OFFLINE AT NIVATIA ROAD NO.2 S/S.,,
,,11KV,,GORAI KIOSK,9165,MURZELLO FARMS,15000,,,
,,11KV,,,,,,1)MEHER BAUG NO.2 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2)AMBIVLI WEST NO.3 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 3) FPI MALFUNCTION AT BEHRAM BAUG NO.2 S/S SW.NO.10856 (NOT GLOWN). 4) FPI MALFUNCTION AT BEHRAM BAUG NO.2 S/S SW.NO.12242 (NOT GLOWN). 5) FPI MALFUNCTION AT JOGESHWARI ANAND SOCIETY S/S SW.NO.31541 (NOT GLOWN). 6) FPI MALFUNCTION AT JOGESHWARI ANAND SOCIETY S/S SW.NO.31539 (NOT GLOWN)..,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,SATYA DARSHAN,11965,ANUPAM,6023,,,
,,11KV,,,,,,1)JUHU SOUTH (INDOOR) S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)CITIZEN HOTEL S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3) HEAVY TRAFFIC ON JUHU TARA RD DUE TO HEAVY RAIN.. PALM GROVE CONSUMER RESTORED ON CONSUMER DG SET & OUTSIDE LT SUPPLY RESTORED ON LT B/F AT 23:30 HRS..,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,PRITHVI ENCLAVE,12929,JIVLA PADA,15203,1) KANAKIA R/S WAS OFFLINE. 2) OPERATION SQUAD WAS BUSY IN OTHER TRIPPING..,,
,,11KV,,HALL ROAD NO.3,36619,HALL RD 2,14802,,,
,,11KV,,I.B.M. 2,17014,VIHAR RD 2,14552,1) HEAVY TRAFFIC ON ANDHERI KURLA ROAD.,,
,,11KV,,FOUNTAIN HEIGHT,31146,ALICA NAGAR NO.2,17329,1) DMS OFFLINE AT ANITA NAGAR NO.3 S/S. 2) DMS OFFLINE AT LOKHANDWALA TOWER NO.1 S/S.,,
,,11KV,,,,,,,,
,,11KV,,CHIMAJI NAGAR,14119,GOYAL COMPLEX,10066,1)GOYAL COMPLEX S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. R-PHASE JUMPER AND TERMINATION AT RGHT POLE NO. 7 IS BURNT.,,
,,11KV,,,,,,1) ACCESS PROBLEM AT KHERWADI EAST NO.1 S/S.,,
,,11KV,,NARAYAN PROPERTIES 2,17862,NARAYAN PROPERTIES 1,14622,1)YADAV NGR 1 S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
,,11KV,,KOHINOOR INDUSTRIES,7704,KALE RUBBER,14646,,,
,,11KV,,,,,,,,
,,11KV,,KANU MAMA,6842,AKURLI ROAD EAST,9378,1.) HEAVY TRAFFIC ON WESTERN EXPRESS HIGHWAY & AKURLI ROAD 2.) FPI MALFUNCTION AT AKURLI ROAD EAST S/S. S/W 9378 (FPI GLOWN) & S/W 9377 (FPI GLOWN).,,
,,11KV,,,,,,1) DMS OFFLINE AT GAONDEVI RD. S/S. 2)FAILED TO OPEN BIHARI TEKDI NO 1 S/S SW.NO.17789 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE BIHARI TEKDI NO 1 S/S SW.NO.17790 FAILED TO OPERATE FROM SCADA.,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,GRAND MANOR,16559,MOTI NAGAR,19287,1) DMS OFFLINE AT GOLDEN NEST NO 3 S/S.,,
,,11KV,,EDEN ROSE NO 2,26165,SHIVDARSHAN BUILDING,34770,1) DMS OFFLINE AT EDEN ROSE S/S. 2) DMS OFFLINE AT NARMADA GAGAN S/S.,,
,,11KV,,,,,,,,
,,11KV,,NEW JEEVAN SILK,34330,CHIBBER HOUSE,31906,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,1) HEAVY TRAFFIC AT SERVICE ROAD ON WESTERN EXPRESS HIGHWAY FROM HANUMAN TEKDI NO. 2.. 2) ACCESS PROBLEM AT I C I C I OFFICE S/S.,,
,,11KV,,,,,,1) HEAVY TRAFFIC ON WESTERN EXP HIGHWAY WHILE COMING FROM MMRDA R/S.,,
,,,,,,,,1) DMS OFFLINE AT DEVRUP S/S. 2)FAILED TO CLOSE PRAKASH S/S SW.NO.09760 FAILED TO OPERATE FROM SCADA. 3) FPI MALFUNCTION AT TILAK ROAD NO.2 S/S SW.NO.14140 (NOT GLOWN). SANTACRUZ R/S OFFLINE DURING TRIPPING.1)TAGORE RD S/S 50% SUPPLY RESTORED ON LT BACKFEEDING AT 09:45 HRS.2)TAGORE RD S/S 100% SUPPLY RESTORED ON DG SET AT 10:35 HRS..,,
,,11KV,,JUHU TELECOM HOUSING,14544,DANDA VILLAGE NO.2,14672,,,
,,11KV,,,,,,,,
,,11KV,,,,,,1)FAILED TO OPEN RENAISSANCE JEWELLERY S/S SW.NO.18681 FAILED TO OPERATE FROM SCADA.,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,SHIVAJI NGR 3,12055,SHIVAJI NGR SOUTH 2,9745,,,
,,,,,,,,,,
,,11KV,,SHIVAJI NGR 2,31757,SHIVAJI NGR 6,9827,1)FAILED TO CLOSE SHIVAJI NGR 1 S/S SW.NO.06365 FAILED TO OPERATE FROM SCADA. 2) ACCESS PROBLEM AT SHIVAJI NGR 6 S/S OPERATION SQUAD WAS ON PLANNED OUTAGE OPERATIONS HENCE KEYS OF S/S WERE UNAVAILABLE AT THE TIME OF TRIPPING.. 3) ACCESS PROBLEM AT SHIVAJI NGR 2 S/S OPERATION SQUAD WAS ON PLANNED OUTAGE OPERATIONS HENCE KEYS OF S/S WERE UNAVAILABLE AT THE TIME OF TRIPPING.. 4)SHIVAJI NGR 2 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. ID BOX FLASHOVER.,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,TUNGVE SHRUSTI,18462,TUNGVE HSG,13635,1) FPI MALFUNCTION AT TUNGVE SHRUSTI S/S SW.NO.18462 (NOT GLOWN). 2)FAILED TO OPEN FILE FACTORY S/S DMS SW.NO.00722 FAILED TO OPERATE FROM SCADA.,,
,,33KV,,,,,,,,
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SEEPZ NO.2,31166,KAMALISTAN,11167,1) ON MIDC CENTRAL ROAD AND SEEPZ ENTRY ISSUE.,,
,,33KV,,,,,,,,
,,,,,,,,1)FAILED TO CLOSE CHEMBUR REC-STN SW.NO.25269 FAILED TO OPERATE FROM SCADA. TRIPPED DUE TO RTCC CONTROL WIRING PROBLEM.,,
,,,,,,,,,,
,,33KV,,,,,,,,
,,33KV,,,,,,,,
,,33KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,33KV,,,,,,,,
240+300SQ.MM,PILC+XLPE,11KV,,,,,,1) FEEDER TRIPPING AT BANDRA REC-STN SW.NO.2237. 2.) LOADING CONSTRAINT DUE TO SARASWATI RD R/S INCOMER CABLE FAULT.,,
,,33KV,,,,,,,,
,,33KV,,,,,,1)FAILED TO CLOSE - MULTIPLE COMMAND BHAYANDAR REC-STN SW.NO.12223 FAILED TO OPERATE FROM SCADA & LOCALLY ELECTRICALLY.,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,1)FAILED TO CLOSE PAI PAPER IND S/S SW.NO.32515 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE SARAS BAUG S/S DMS SW.NO.04973 FAILED TO OPERATE FROM SCADA. 3)CHEMBUR R/S 19778 SF6 PRESSURE LOW 4)CHEMBUR R/S 25271 SF6 PRESSURE LOW.,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,1)FAILED TO CLOSE SHRI KRISHNA SOCIETY S/S SW.NO.32853 FAILED TO OPERATE FROM SCADA. 2) DMS OFFLINE AT KURLA KAJROLKARWADI S/S. 3)FAILED TO CLOSE CHUNABHATTI REC-STN SW.NO.29328 FAILED TO OPERATE FROM SCADA. 11KV TRAFO BKR SIDE 1C/1000 CABLE TERMINATION BURNT.,,
,,,,,,,,1)FAILED TO OPEN DAHISAR REC-STN SW.NO.15509 FAILED TO OPERATE FROM SCADA. DAHISAR REC-STN SUBSTATION 100% SUPPLY RESTORED ON LT BACKFEEDING AT 10:23 HRS. U.I.,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,33KV,,,,,,,,
,,33KV,,,,,,,,
,,,,,,,,1)JOGESHWARI CAVES RD S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)I V CENTRE S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 3)FAILED TO CLOSE MAJAS WEST S/S SW.NO.13340 FAILED TO OPERATE FROM SCADA.,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,1) DMS OFFLINE AT POONAM NAGAR NO.2 S/S. AFTER INSPECTION 11KV BUS TAKEN INTO SERVICE AND S/R.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,33KV,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,1) DMS OFFLINE AT KHANDWALA COMPOUND S/S. 2)FAILED TO CLOSE SANTACRUZ REC-STN SW.NO.30466 FAILED TO OPERATE FROM SCADA. 3) FEEDER TRIPPING AT SANTACRUZ REC-STN SW.NO.30465. TRIPPED DURING TRIPPING OF SANTACRUZ 11KV FEEDER 30465. 4) LOADING CONSTRAINT ON KALINA 20MVA-1 DUE TO KALINA 10MVA-1 INCOMER FAULT..,,
,,,,,,,,,,
,,,,,,,,1)FAILED TO OPEN SARASWATI RD. REC-STN SW.NO.35802 FAILED TO OPERATE FROM SCADA. NO ABNORMALITY FOUND AFTER INSPECTION..,,
,,,,,,,,,,
,,,,,,,,,,
,,33KV,,,,,,,,
,,33KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,11KV,,,,,,1) DMS OFFLINE AT SAINATH NGR 2 S/S. 2) DMS OFFLINE AT RIFLE RANGE 3 S/S. 3)BARVE NGR 1 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 4)HORSE SHOE VALLEY S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 5)FAILED TO CLOSE RIFLE RANGE 2 S/S DMS SW.NO.11329 FAILED TO OPERATE FROM SCADA.,,
,,,,,,,,,,
,,11KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,22KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,33KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,22KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,22KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,110KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,33KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,33KV,,,,,,,,
,,33KV,,,,,,,,
,,33KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,33KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,33KV,,,,,,,,
,,33KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,220KV,,,,,,,,
,,33KV,,,,,,,,
,,220KV,,,,,,,,
,,33KV,,,,,,,,
SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
0.06+120+225+240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1) ACCESS PROBLEM AT POWER CABLE S/S NO VEHICLE ACCESS ... OPERATION CARRIED ON FEET.,,
0.06+70SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WATERFIELD ROAD NO.1,7656,PERRY ROAD,7508,1) FPI MALFUNCTION AT WATERFIELD ROAD NO.1 S/S SW.NO.07656 (NOT GLOWN).,,
0.15+185+240SQ.MM,PILC,11KV,HTCF SECTION,KALPANA,9266,KURLA RECEIVING,29428,1)AGRA RD 1 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) HEAVY TRAFFIC ON LBS RD.,,
0.15+185+240SQ.MM,PILC,11KV,HTCF SECTION,OSHIVRA BRIDGE,803,OSHIWARA NO.1,1003,1)KHATRI HOUSE S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT WHITE HOUSE S/S SW.NO.19611 (GLOWN).,,
0.15+185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,IRLA SOUTH,9297,VINAYAK,32958,1) HEAVY TRAFFIC ON DAYALDAS RD PARLE BRIDGE S V RD MILAN SUBWAY & NEAR KHAR MASJID.. 2)FAILED TO OPEN VINAYAK S/S SW.NO.32958 FAILED TO OPERATE FROM SCADA. 3) FPI MALFUNCTION AT VINAYAK S/S SW.NO.32958 (GLOWN). CABLE DAMAGED BY BMC NEAR VINAYAK S/S GATE.,,
0.15+185+300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)SAHAKAR ROAD S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
0.15+185+300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,IRLA SOUTH,9297,VINAYAK,32958,1) OPERATION SQUAD(W) FACED HEAVY TRAFFIC AT MILAN SUBWAY SV ROAD,,
,,,,,,,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,ASHA PICTURE,14004,TROMBAY 4,12561,1)FAILED TO OPEN UDAYGIRI S/S SW.NO.32295 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN UDAYGIRI S/S SW.NO.12096 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN UDAYGIRI S/S SW.NO.32294 FAILED TO OPERATE FROM SCADA. 4)FAILED TO OPEN ASHA PICTURE S/S SW.NO.14004 FAILED TO OPERATE FROM SCADA. 5)FAILED TO OPEN ASHA PICTURE S/S SW.NO.14003 FAILED TO OPERATE FROM SCADA. 6)FAILED TO OPEN TROMBAY 4 S/S SW.NO.12561 FAILED TO OPERATE FROM SCADA. 7) FPI MALFUNCTION AT ASHA PICTURE S/S SW.NO.14004 (NOT GLOWN). 8) FPI MALFUNCTION AT ASHA PICTURE S/S SW.NO.14003 (NOT GLOWN). 9) FPI MALFUNCTION AT UDAYGIRI S/S SW.NO.32294 (NOT GLOWN). 10) FPI MALFUNCTION AT UDAYGIRI S/S SW.NO.32295 (NOT GLOWN). 7). ACCESS PROBLEM AT TROMBAY NO.4 S/S..,,
120SQ.MM,PILC,11KV,HTCF SECTION,CHIRAG NGR 1,2518,CHIRAG NGR 5,11354,,,
120SQ.MM,PILC,11KV,HTCF SECTION,DEVIDAS LANE,9112,PANCHARATNA,6655,,,
120SQ.MM,PILC,11KV,HTCF SECTION,DINDOSHI VASAHAT NO.2,28977,DINDOSHI VASAHAT,10148,1) DMS OFFLINE AT DINDOSHI VASAHAT NO.2 S/S. RESTORATION OF SUPPLY DELAYED DUE TO RAJEHA IT PARK R/S SWITCH NO. 31061 INDICATION DID NOT UPDATED ON SCADA..,,
120SQ.MM,PILC,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN SEA RESORT S/S DMS SW.NO.09941 FAILED TO OPERATE FROM SCADA.,,
120SQ.MM,PILC,11KV,HTCF SECTION,ESIC NAGAR,6303,SHIV NAGAR,25416,1)FAILED TO CLOSE FOUR BUNGLOW ROAD NO.3 S/S SW.NO.15375 FAILED TO OPERATE FROM SCADA. 2) ACCESS PROBLEM AT ABHISHEK APPT NO.2 S/S LADDER AND OTHER STUFF KEPT AT S/S DOOR..,,
120SQ.MM,PILC,11KV,HTCF SECTION,GHATKOPAR EAST 1,7688,MAHARASHTRA POLICE QTRS,11095,1)GHATKOPAR EAST 1 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2)GHATKOPAR EAST 2 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 3)MAHARASHTRA POLICE QTRS S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
120SQ.MM,PILC,11KV,HTCF SECTION,KALINA CENTRAL NO.2,12835,KALINA CENTRAL NO.1,12759,,,
120SQ.MM,PILC,11KV,HTCF SECTION,KANNAMAWAR NGR 1,5043,ABHAY SHIKSHAN SANSTHA,5991,,,
120SQ.MM,PILC,11KV,HTCF SECTION,KHARI VILLAGE,12528,VENKATESHWAR NAGAR,11212,1) DMS OFFLINE AT POOJA NAGAR NO 1 S/S. 2) FPI MALFUNCTION AT SAIJESAL S/S SW.NO.11412 (NOT GLOWN).,,
120SQ.MM,PILC,11KV,HTCF SECTION,KHARI VILLAGE,12528,VENKATESHWAR NAGAR,11212,1)POOJA NAGAR NO 1 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
120SQ.MM,PILC,11KV,HTCF SECTION,KHARI VILLAGE,12528,VENKATESHWAR NAGAR,11212,1) FPI MALFUNCTION AT POOJA NAGAR NO 1 S/S SW.NO.30940 (NOT GLOWN). 2) FPI MALFUNCTION AT BLOSSOM EDUCATION SOCIETY S/S SW.NO.32036 (NOT GLOWN). 3) FPI MALFUNCTION AT OMKAR RESIDENCY S/S SW.NO.34428 (NOT GLOWN).,,
120SQ.MM,PILC,11KV,HTCF SECTION,LOKHANDWALA TOWER NO.1,32200,AKURLI MHADA NO.1,15958,1)KRANTI NAGAR NORTH S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO OPEN LOKHANDWALA TOWER NO.1 S/S SW.NO.32200 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN LOKHANDWALA TOWER NO.1 S/S SW.NO.32198 FAILED TO OPERATE FROM SCADA. 4) HEAVY TRAFFIC ON KURAR VILLAGE ROAD.,,
120SQ.MM,PILC,11KV,HTCF SECTION,PARMAR STEEL,7364,KURLA VIHAR RD 3,9097,1)FAILED TO CLOSE SARITA EST S/S DMS SW.NO.07916 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN SARITA EST S/S DMS SW.NO.09086 FAILED TO OPERATE FROM SCADA. 3) FPI MALFUNCTION AT PARMAR STEEL S/S SW.NO.07362 (NOT GLOWN). 4) FPI MALFUNCTION AT PARMAR STEEL S/S SW.NO.07364 (NOT GLOWN).,,
120SQ.MM,PILC,11KV,HTCF SECTION,SHIVAJI NGR SCHOOL 2,9544,RAMAN MAMA NGR,13271,,,
120SQ.MM,PILC,11KV,HTCF SECTION,SRISHTI NORTH NO 1,13982,SRISHTI SECTOR NO 3,13525,,,
120SQ.MM,PILC,11KV,HTCF SECTION,THAKKARBAPA CLY.1,5107,VATSALATAI NAIK NGR 1,15739,1) FPI MALFUNCTION AT THAKKARBAPA CLY.1 S/S SW.NO.09174 (NOT GLOWN).,,
